ID Métier,Nom du Métier,Domaine du Métier,Niveau de Formation,Expérience Attendue,Opportunités de Carrière,Compétences du Métier,Code ROME,Description
4022,Développeur Web,Informatique,Bac,Débutant,Consultant,"Sécurité des systèmes, Créativité, Gestion de projet",H1206,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4023,Analyste Cybersécurité,Santé,Master,Confirmé,Manager,"Analyse financière, Communication, Programmation",J1201,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4024,Développeur Web,Finance,Master,Débutant,Formateur,"Cloud computing, Créativité, Analyse de données",B1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4025,Administrateur Systèmes,Transport,Bac +3,Expert,Spécialiste,"Conception réseau, Analyse financière, Analyse de données",G1101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4026,Data Scientist,Construction,Bac +2,Expert,Manager,"Créativité, Gestion de projet, Conception réseau",H1206,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4027,Chef de Projet IT,Informatique,Bac +3,Débutant,Spécialiste,"Analyse financière, Programmation, Leadership",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4028,Data Scientist,Construction,Bac +3,Confirmé,Entrepreneur,"Leadership, Analyse financière, Communication",B1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4029,Ingénieur Logiciel,RH,Bac,Expert,Formateur,"Conception réseau, Analyse financière, Cloud computing",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4030,Ingénieur Sécurité,Education,Doctorat,Confirmé,Manager,"Leadership, Créativité, Programmation",I1401,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
4031,Consultant Big Data,Transport,Bac +3,Confirmé,Consultant,"Cloud computing, Conception réseau, Leadership",B1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4032,Analyste Cybersécurité,Informatique,Doctorat,Confirmé,Manager,"Analyse de données, Créativité, Cloud computing",H1206,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4033,Consultant Big Data,Santé,Bac +2,Débutant,Spécialiste,"Leadership, Créativité, Analyse financière",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4034,Ingénieur Logiciel,Transport,Bac +2,Intermédiaire,Formateur,"Analyse financière, Analyse de données, Cloud computing",D1202,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4035,Spécialiste Cloud,Construction,Doctorat,Intermédiaire,Formateur,"Programmation, Leadership, Sécurité des systèmes",K2101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4036,Développeur Web,Commerce,Master,Intermédiaire,Consultant,"Cloud computing, Conception réseau, Communication",M1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4037,Consultant Big Data,Marketing,Bac +3,Expert,Spécialiste,"Programmation, Cloud computing, Analyse de données",G1101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
4038,Développeur Web,Santé,Bac +2,Expert,Consultant,"Communication, Sécurité des systèmes, Gestion de projet",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4039,Data Scientist,Informatique,Bac +2,Intermédiaire,Spécialiste,"Analyse de données, Leadership, Cloud computing",B1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4040,Spécialiste Cloud,Marketing,Master,Débutant,Formateur,"Conception réseau, Programmation, Communication",B1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4041,Spécialiste Cloud,Construction,Bac +2,Intermédiaire,Formateur,"Créativité, Conception réseau, Leadership",F1103,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4042,Développeur Web,Marketing,Bac,Confirmé,Formateur,"Sécurité des systèmes, Programmation, Analyse financière",H1206,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4043,Technicien Réseaux,Informatique,Bac,Intermédiaire,Entrepreneur,"Communication, Créativité, Cloud computing",G1101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4044,Data Scientist,Santé,Bac,Confirmé,Entrepreneur,"Programmation, Gestion de projet, Communication",G1101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4045,Ingénieur Logiciel,RH,Bac,Expert,Entrepreneur,"Analyse de données, Leadership, Cloud computing",F1103,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4046,Spécialiste Cloud,Construction,Bac +2,Débutant,Entrepreneur,"Analyse financière, Conception réseau, Leadership",G1101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4047,Data Scientist,Marketing,Doctorat,Confirmé,Manager,"Programmation, Conception réseau, Analyse de données",D1202,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4048,Analyste Cybersécurité,Énergie,Bac,Débutant,Formateur,"Créativité, Analyse financière, Programmation",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4049,Consultant Big Data,RH,Bac +2,Intermédiaire,Consultant,"Gestion de projet, Analyse financière, Cloud computing",F1103,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4050,Ingénieur Sécurité,Énergie,Master,Intermédiaire,Formateur,"Gestion de projet, Créativité, Analyse de données",M1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4051,Analyste Cybersécurité,Finance,Bac +2,Débutant,Spécialiste,"Cloud computing, Analyse financière, Créativité",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4052,Spécialiste Cloud,Santé,Bac +2,Débutant,Consultant,"Communication, Analyse financière, Programmation",F1103,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4053,Ingénieur Logiciel,Construction,Master,Intermédiaire,Spécialiste,"Sécurité des systèmes, Analyse financière, Analyse de données",G1101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4054,Data Scientist,Santé,Doctorat,Débutant,Formateur,"Cloud computing, Analyse financière, Créativité",J1201,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4055,Analyste Cybersécurité,Education,Bac +3,Confirmé,Consultant,"Sécurité des systèmes, Créativité, Communication",B1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4056,Technicien Réseaux,Education,Master,Débutant,Consultant,"Leadership, Cloud computing, Communication",B1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4057,Administrateur Systèmes,Construction,Doctorat,Expert,Manager,"Analyse de données, Leadership, Conception réseau",H1206,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4058,Ingénieur Logiciel,Énergie,Bac +3,Débutant,Consultant,"Programmation, Conception réseau, Gestion de projet",M1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
4059,Data Scientist,RH,Master,Intermédiaire,Manager,"Gestion de projet, Analyse de données, Communication",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4060,Spécialiste Cloud,Education,Master,Expert,Entrepreneur,"Analyse de données, Programmation, Communication",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4061,Data Scientist,Marketing,Bac +3,Débutant,Formateur,"Analyse financière, Conception réseau, Leadership",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4062,Consultant Big Data,Marketing,Bac +3,Intermédiaire,Spécialiste,"Leadership, Communication, Conception réseau",K2101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
4063,Ingénieur Sécurité,Marketing,Bac,Expert,Formateur,"Conception réseau, Programmation, Leadership",K2101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4064,Technicien Réseaux,Education,Bac +3,Confirmé,Consultant,"Analyse de données, Sécurité des systèmes, Leadership",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4065,Développeur Web,Marketing,Doctorat,Confirmé,Consultant,"Communication, Créativité, Cloud computing",H1206,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4066,Ingénieur Sécurité,Construction,Bac +2,Débutant,Entrepreneur,"Analyse financière, Conception réseau, Programmation",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
4067,Ingénieur Sécurité,Santé,Bac +3,Intermédiaire,Entrepreneur,"Analyse financière, Gestion de projet, Analyse de données",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4068,Data Scientist,Construction,Master,Confirmé,Formateur,"Programmation, Communication, Gestion de projet",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4069,Ingénieur Logiciel,Construction,Bac +2,Confirmé,Manager,"Communication, Sécurité des systèmes, Analyse de données",K2101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
4070,Data Scientist,Transport,Master,Débutant,Consultant,"Analyse financière, Créativité, Analyse de données",B1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
